fecha,titulo,autor(a),categoria,enlace
2023-03-03,"Se tumban refrescos, platos y hasta el aceite de cocinar de negocio en Villalba ",Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/03/se-tumban-refrescos-platos-y-hasta-el-aceite-de-cocinar-de-negocio-en-villalba/
2023-03-03,Presidente Biden fue intervenido para removerle lesión cancerosa del pecho,AP,Noticias,https://www.metro.pr/noticias/2023/03/03/presidente-biden-fue-intervenido-para-removerle-lesion-cancerosa-del-pecho/
2023-03-03,Apelaciones determina que OPFEI no tiene jurisdicción en caso de compra de pruebas de COVID-19,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/03/apelaciones-determina-que-opfei-no-tiene-jurisdiccion-en-caso-de-compra-de-pruebas-de-covid-19/
2023-03-03,Muere persona en Florida por una ameba comecerebros,Adrialis Barrios,Noticias,https://www.metro.pr/noticias/2023/03/03/muere-persona-en-florida-por-una-ameba-comecerebros/
2023-03-03,Cadena perpetua a abogado convicto de matar a esposa e hijo,AP,Noticias,https://www.metro.pr/noticias/2023/03/03/cadena-perpetua-a-abogado-convicto-de-matar-a-esposa-e-hijo/
2023-03-03,Zelenski pide que Rusia sea procesada por delitos de guerra,AP,Noticias,https://www.metro.pr/noticias/2023/03/04/zelenskyy-pide-que-rusia-sea-procesada-por-delitos-de-guerra/
2023-03-03,OMS insiste sobre el origen del Covid-19: “Todas las hipótesis siguen sobre la mesa”,Europa Press,Noticias,https://www.metro.pr/noticias/2023/03/03/la-oms-insiste-sobre-el-origen-del-coronavirus-todas-las-hipotesis-siguen-sobre-la-mesa/
2023-03-03,Buscan a joven de 18 años desaparecido en Vega Alta,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/03/buscan-a-joven-de-18-anos-desaparecido-en-vega-alta/
2023-03-03,Estados Unidos y Corea del Sur anuncian próximas maniobras,AP,Noticias,https://www.metro.pr/noticias/2023/03/03/eeuu-y-corea-del-sur-anuncian-proximas-maniobras/
2023-03-03,Se llevan el pony de una hacienda en Ponce ,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/03/se-llevan-el-pony-de-una-hacienda-en-ponce/
2023-03-03,Wall Street registra su mejor jornada en seis semanas,AP,Noticias,https://www.metro.pr/noticias/2023/03/03/wall-street-registra-su-mejor-jornada-en-seis-semanas/
2023-03-03,"Astronautas de Estados Unidos, Rusia y Emiratos llega a la estación espacial ",AP,Noticias,https://www.metro.pr/noticias/2023/03/03/astronautas-de-estados-unidos-rusia-y-emiratos-llega-a-la-estacion-espacial/
2023-03-03,Ecuador: piden arresto domiciliario para expresidente Moreno,AP,Noticias,https://www.metro.pr/noticias/2023/03/03/ecuador-piden-arresto-domiciliario-para-expresidente-moreno/
2023-03-03,Miles protestan en Grecia por víctimas del choque de trenes,AP,Noticias,https://www.metro.pr/noticias/2023/03/03/miles-protestan-en-grecia-por-victimas-del-choque-de-trenes/
2023-03-03,Morovis inaugura su primer parque pasivo recreativo con acceso a personas con impedimentos,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/03/morovis-inaugura-su-primer-parque-pasivo-recreativo-con-acceso-a-personas-con-impedimentos/
2023-03-03,Estados Unidos y Ucrania tantean la posibilidad de crear un tribunal para castigar a Rusia,Europa PressRicardo Vázquez,Noticias,https://www.metro.pr/noticias/2023/03/03/estados-unidos-y-ucrania-tantean-la-posibilidad-de-crear-un-tribunal-para-castigar-a-rusia/
2023-03-03,Muere persona ahogada en playa de Arecibo,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/03/muere-persona-ahogada-en-playa-de-arecibo/
2023-03-03,¡Escándalo en el PSG! Hakimi es acusado de presunta violación,AP,Noticias,https://www.metro.pr/noticias/2023/03/03/fiscalia-francesa-acusa-a-hakimi-de-supuesta-violacion/
2023-03-03,Agentes ocupan arma de alto poder en residencial de Cupey,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/03/agentes-ocupan-arma-de-alto-poder-en-residencial-de-cupey/
2023-03-03,Jenniffer González asegura que no duda de “las buenas intenciones” de Pierluisi como gobernador,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/03/jenniffer-gonzalez-asegura-que-no-duda-de-las-buenas-intenciones-de-pierluisi-como-gobernador/
2023-03-03,Hallan auto quemado en Camuy reportado como robado en la zona de Bayamón ,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/03/hallan-auto-quemado-en-camuy-reportado-como-robado-en-la-zona-de-bayamon/
2023-03-03,Cargos contra hombre por agarrar por cuello a su hijo de 10 años tras discusión por su conducta,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/03/cargos-contra-hombre-por-agarrar-por-cuello-a-su-hijo-de-10-anos-tras-discusion-por-su-conducta/
2023-03-03,Lo que el juicio de Alex Murdaugh refleja de EEUU,AP,Noticias,https://www.metro.pr/noticias/2023/03/03/lo-que-el-juicio-de-alex-murdaugh-refleja-de-eeuu/
2023-03-03,Tiran al medio a maestra que se acostó con el padre de uno de sus estudiantes ,Publimetro México,Noticias,https://www.metro.pr/noticias/2023/03/03/tiran-al-medio-a-maestra-que-se-acosto-con-el-padre-de-uno-de-sus-estudiantes/
2023-03-02,Alexandria Ocasio-Cortez pudo haber violado leyes de ética con su aparición en la Met Gala 2021,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/03/03/alexandria-ocasio-cortez-pudo-haber-violado-leyes-de-etica-con-su-aparicion-en-la-met-gala-2021/
2023-03-02,Hispanos que reportan emergencias se las ven complicadas por estatus migratorio e idioma,Grisel García,Noticias,https://www.metro.pr/noticias/2023/03/03/hispanos-que-reportan-emergencias-se-las-ven-complicadas-por-estatus-migratorio-e-idioma/
2023-03-02,Tornados azotan Texas y Luisiana; cancelan vuelos en Dallas,AP,Noticias,https://www.metro.pr/noticias/2023/03/03/tornados-azotan-texas-y-luisiana-cancelan-vuelos-en-dallas/
2023-02-21,Home Depot aumentará salario de empleados ,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/02/21/home-depot-aumentara-salario-de-empleados/
2023-02-17,Envían más de $50 millones en reintegros durante primera semana del Ciclo Contributivo 2023  ,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/02/17/envian-mas-de-50-millones-en-reintegros-durante-primera-semana-del-ciclo-contributivo-2023/
2023-02-16,De Portugal nueva directora del Dorado Beach,Sabrosía Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/02/16/de-portugal-nueva-directora-del-dorado-beach/
2023-02-15,Supermercados Selectos abre su tienda número 39 en Vega Alta,Metro Puerto Rico,Noticias,https://www.metro.pr/noticias/2023/02/15/supermercados-selectos-abre-su-tienda-numero-39-en-vega-alta/
2023-02-15,Cada vez más divorcios son provocados por problemas financieros y la inflación , Servicios combinados,Noticias,https://www.metro.pr/noticias/2023/02/15/cada-vez-mas-divorcios-son-provocados-por-problemas-financieros-y-la-inflacion/
2022-12-16,KIA te mueve a regalar algo en Navidad,Metro Puerto Rico,Noticias,https://www.metro.pr/metro-negocios/2022/12/16/kia-te-mueve-a-regalar-algo-en-navidad/
2022-12-15,INVID aumenta su plantilla en respuesta a su crecimiento sostenido ,Metro Puerto Rico,Noticias,https://www.metro.pr/metro-negocios/2022/12/15/invid-aumenta-su-plantilla-en-respuesta-a-su-crecimiento-sostenido/
2022-12-07,"¿Hay picor, rash y escamas?",Metro Puerto RicoMetro Puerto Rico,Noticias,https://www.metro.pr/metro-negocios/2022/12/07/hay-picor-rash-y-escamas/
