fecha,titulo,autor,categoria,enlace
2023-03-02,Lo adoptaron pensando que era un perro y se llevaron una tremenda sorpresa cuando empezó a crecer,La Nación Argentina / GDA,Mundo,http://www.primerahora.com/noticias/mundo/notas/lo-adoptaron-pensando-que-era-un-perro-y-se-llevaron-una-tremenda-sorpresa-cuando-empezo-a-crecer/
2023-03-02,Comisión de la Cámara cita so pena de desacato a la presidenta alterna de la CEE,Nydia Bauzá,Gobierno-Politica,http://www.primerahora.com/noticias/gobierno-politica/notas/comision-de-la-camara-cita-so-pena-de-desacato-a-la-presidenta-alterna-de-la-cee/
2023-03-02,Residentes juramentan como ciudadanos americanos en Puerto Rico,Adriana Díaz Tirado,Gobierno-Politica,http://www.primerahora.com/noticias/gobierno-politica/notas/residentes-juramentan-como-ciudadanos-americanos-en-puerto-rico/
2023-03-02,¿Por qué hoy es feriado en Puerto Rico?,Primera Hora,Gobierno-Politica,http://www.primerahora.com/noticias/gobierno-politica/notas/por-que-hoy-es-feriado-en-puerto-rico/
2023-03-02,Gobierno dice demanda contra farmacéuticas ha rendido frutos,Agencia EFE,Gobierno-Politica,http://www.primerahora.com/noticias/gobierno-politica/notas/gobierno-dice-demanda-contra-farmaceuticas-ha-rendido-frutos/
2023-03-02,Nueva Junta de Gobierno del PPD tendrá reunión este sábado,Primera Hora,Gobierno-Politica,http://www.primerahora.com/noticias/gobierno-politica/notas/nueva-junta-de-gobierno-del-ppd-tendra-reunion-este-sabado/
2023-03-02,Servidores Públicos Progresistas se cantan listos para la Asamblea General del PNP,Primera Hora,Gobierno-Politica,http://www.primerahora.com/noticias/gobierno-politica/notas/servidores-publicos-progresistas-se-cantan-listos-para-a-asamblea-general-del-pnp/
2023-03-02,Jenniffer González se tira al medio al considerar “seriamente” aspirar a la gobernación,Sandra Torres Guzmán,Gobierno-Politica,http://www.primerahora.com/noticias/gobierno-politica/notas/jenniffer-gonzalez-se-tira-al-medio-al-considerar-seriamente-aspirar-a-la-gobernacion/
2023-03-02,Tatito Hernández se roba el tiro y radica resolución del presupuesto para el año fiscal 2023-2024,Nydia Bauzá,Gobierno-Politica,http://www.primerahora.com/noticias/gobierno-politica/notas/tatito-hernandez-se-roba-el-tiro-y-radica-resolucion-del-presupuesto-para-el-ano-fiscal-2023-2024/
2023-03-02,Encarcelan hombre que se alega mantenía patrón de maltrato contra su pareja,Primera Hora,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/encarcelan-hombre-que-se-alega-mantenia-patron-de-maltrato-contra-su-pareja/
2023-03-02,Bajan un 77 % las fiestas en hospederías Airbnb en la isla desde 2020,Agencia EFE,Puerto-Rico,http://www.primerahora.com/noticias/puerto-rico/notas/bajan-un-77-las-fiestas-en-hospederias-airbnb-en-la-isla-desde-2020/
2023-03-02,Llega la solidaridad y el abrazo de la gente para Carlos y su familia,Osman Pérez Méndez,Puerto-Rico,http://www.primerahora.com/noticias/puerto-rico/notas/llega-la-solidaridad-y-el-abrazo-de-la-gente-para-carlos-y-su-familia/
2023-03-02,Inauguran edificio modular para estudiantes de escuela elemental de Yauco,Laura M. Quintero,Puerto-Rico,http://www.primerahora.com/noticias/puerto-rico/notas/inauguran-edificio-modular-para-estudiantes-de-escuela-elemental-de-yauco/
2023-03-02,“Coyotes” usan drones para vigilar a la Patrulla Fronteriza de Estados Unidos ,Primera Hora,Estados-Unidos,http://www.primerahora.com/noticias/estados-unidos/notas/coyotes-usan-drones-para-vigilar-a-la-patrulla-fronteriza-de-estados-unidos/
