fecha,titulo,autor,categoria,enlace
2023-02-28,Casa Blanca pide eliminar TikTok de los teléfonos de todas las agencias federales,The Associated Press,Estados-Unidos,http://www.primerahora.com/noticias/estados-unidos/notas/casa-blanca-pide-eliminar-tiktok-de-los-telefonos-de-todas-las-agencias-federales/
2023-02-28,Putin acusa de terrorismo a Ucrania tras ataques con drones ,Agencia EFE,Mundo,http://www.primerahora.com/noticias/mundo/notas/putin-acusa-de-terrorismo-a-ucrania-tras-ataques-con-drones/
2023-02-28,Ucrania dice que ha derribado 650 misiles rusos desde septiembre pasado ,Agencia EFE,Mundo,http://www.primerahora.com/noticias/mundo/notas/ucrania-dice-que-ha-derribado-650-misiles-rusos-desde-septiembre-pasado/
2023-02-28,Sequía en el Cuerno de África ha provocado 3.3 millones de desplazamientos ,Agencia EFE,Mundo,http://www.primerahora.com/noticias/mundo/notas/sequia-en-el-cuerno-de-africa-ha-provocado-33-millones-de-desplazamientos/
2023-02-28,Tesla instalará una planta de vehículos eléctricos en el norte de México ,Agencia EFE,Mundo,http://www.primerahora.com/noticias/mundo/notas/tesla-instalara-una-planta-de-vehiculos-electricos-en-el-norte-de-mexico/
2023-02-28,¿Quién era la modelo que fue asesinada y descuartizada?,El Universal / GDA,Mundo,http://www.primerahora.com/noticias/mundo/notas/quien-era-la-modelo-que-fue-asesinada-y-descuartizada/
2023-02-28,Latinoamérica se aferra a la cautela ante las peticiones de apoyo de Zelensky,Agencia EFE,Mundo,http://www.primerahora.com/noticias/mundo/notas/latinoamerica-se-aferra-a-la-cautela-ante-las-peticiones-de-apoyo-de-zelensky/
2023-02-28,FOTOS: Lluvia de peluches en partido en Turquía por niños afectados por terremoto,No autor,Mundo,http://www.primerahora.com/noticias/mundo/fotogalerias/fotos-lluvia-de-peluches-en-partido-en-turquia-por-ninos-afectados-por-terremoto/
2023-02-28,Espectaculares imágenes del cohete de Space X  captadas desde Puerto Rico,Agencia EFE,Ciencia-Tecnologia,http://www.primerahora.com/noticias/ciencia-tecnologia/notas/cohete-lanzado-al-espacio-por-spacex-en-florida-se-pudo-apreciar-desde-puerto-rico/
2023-02-28,Piden dar marcha atrás en la certificación de pago en las redes sociales ,Agencia EFE,Mundo,http://www.primerahora.com/noticias/mundo/notas/piden-dar-marcha-atras-en-la-certificacion-de-pago-en-las-redes-sociales/
2023-02-28,Cierran un tramo de la PR-119 en San Sebastián,Primera Hora,Puerto-Rico,http://www.primerahora.com/noticias/puerto-rico/notas/cierran-un-tramo-de-la-pr-119-en-san-sebastian/
2023-02-28,Colegio de Ingenieros explorará la rehabilitación en escuelas y el código de terremotos en Centro Médico,Primera Hora,Puerto-Rico,http://www.primerahora.com/noticias/puerto-rico/notas/colegio-de-ingenieros-explorara-la-rehabilitacion-en-escuelas-y-el-codigo-de-terremotos-en-centro-medico/
2023-02-28,Buscan a mono que merodea por el casco urbano de Bayamón,Primera Hora,Puerto-Rico,http://www.primerahora.com/noticias/puerto-rico/notas/buscan-a-mono-que-merodea-por-el-casco-urbano-de-bayamon/
2023-02-28,GFR Media pone en marcha el gran Junte Boricua,Osman Pérez Méndez,Puerto-Rico,http://www.primerahora.com/noticias/puerto-rico/notas/gfr-media-pone-en-marcha-el-gran-junte-boricua/
2023-02-28,ICF entrega a fiscalía análisis de ADN del caso del asesinato de maestra en Juncos,Primera Hora,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/icf-entrega-a-fiscalia-analisis-de-adn-del-caso-del-asesinato-de-maestra-en-juncos/
2023-02-28,Instalarán placas solares en proyecto de vivienda de interés social en San Juan,Primera Hora,Gobierno-Politica,http://www.primerahora.com/noticias/gobierno-politica/notas/instalaran-placas-solares-en-proyecto-de-vivienda-de-interes-social-en-san-juan/
2023-02-28,"Elon Musk vuelve a ser la persona más rica del mundo, según Bloomberg",El Universal / GDA,Consumo,http://www.primerahora.com/noticias/consumo/notas/elon-musk-vuelve-a-ser-la-persona-mas-rica-del-mundo-segun-bloomberg/
2023-02-28,FBI arresta hombre por pornografía infantil ,Primera Hora,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/fbi-arresta-hombre-por-pornografia-infantil/
2023-02-28,Policías municipales de San Juan sorprenden y multan a individuo por arrojar escombros en lugar baldío,Primera Hora,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/policias-municipales-de-san-juan-sorprenden-y-multan-a-individuo-por-arrojar-escombros-en-lugar-baldio/
2023-02-28,Arrestan estudiante tras falsa amenaza de bomba en la Inter de San Germán ,Primera Hora,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/arrestan-a-persona-tras-falsa-amenaza-de-bomba-en-la-inter-de-san-german/
2023-02-28,Acusan a tesorera de club deportivo por fraude electrónico de más de $1.1 millones,Primera Hora,Policia-Tribunales,http://www.primerahora.com/noticias/policia-tribunales/notas/acusan-a-tesorera-de-club-deportivo-por-fraude-electronico-de-mas-de-11-millones/
